2405511.903197,48.83333,2.333333
2410002.215663,48.83333,2.333333
2406677.736508,48.83333,2.333333
2408469.278168,48.83333,2.333333
2407456.903168,48.83333,2.333333
2409335.778163,48.83333,2.333333
2407767.736499,48.83333,2.333333
2410081.340663,48.83333,2.333333
2407773.778165,48.83333,2.333333
2409035.007332,48.83333,2.333333
2408033.757332,48.83333,2.333333
2409952.19483,48.83333,2.333333
2408042.798999,48.83333,2.333333
2411637.611493,48.83333,2.333333
2408090.278165,48.83333,2.333333
2410565.819828,48.83333,2.333333
2408220.465667,48.83333,2.333333
2413619.694825,48.83333,2.333333
2408770.736499,48.83333,2.333333
2409968.653163,48.83333,2.333333
2409132.403165,48.83333,2.333333
2411682.861492,48.83333,2.333333
2409168.882332,48.83333,2.333333
2408960.611498,48.83333,2.333333
2409890.94483,48.83333,2.333333
2410971.986496,48.83333,2.333333
2410721.361495,48.83333,2.333333
2413456.028157,48.83333,2.333333
2410793.736495,48.83333,2.333333
2414783.819856,48.83333,2.333333
2410982.528163,48.83333,2.333333
2411180.778162,48.83333,2.333333
2411068.736496,48.83333,2.333333
2412716.798986,48.83333,2.333333
2411218.653162,48.83333,2.333333
2412726.653153,48.83333,2.333333
2411263.861495,48.83333,2.333333
2415406.319878,48.83333,2.333333
2411461.361493,48.83333,2.333333
2415040.903198,48.83333,2.333333
2411494.194826,48.83333,2.333333
2413827.90316,48.83333,2.333333
2411580.590659,48.83333,2.333333
2412524.528152,48.83333,2.333333
2411580.903159,48.83333,2.333333
2413078.31982,48.83333,2.333333
2411706.319826,48.83333,2.333333
2414809.444857,48.83333,2.333333
2411720.507326,48.83333,2.333333
2412412.444819,48.83333,2.333333
2411771.611492,48.83333,2.333333
2413730.736493,48.83333,2.333333
2411836.111492,48.83333,2.333333
2412193.778155,48.83333,2.333333
2411991.819824,48.83333,2.333333
2413373.069822,48.83333,2.333333
2412148.069823,48.83333,2.333333
2412132.92399,48.83333,2.333333
2412159.444822,48.83333,2.333333
2413305.830238,48.83333,2.333333
2412311.611487,48.83333,2.333333
2414100.069834,48.83333,2.333333
2412321.278153,48.83333,2.333333
2414058.653166,48.83333,2.333333
2412343.69482,48.83333,2.333333
2414806.986523,48.83333,2.333333
2412404.736485,48.83333,2.333333
2414755.861522,48.83333,2.333333
2412462.486485,48.83333,2.333333
2413526.903158,48.83333,2.333333
2412650.694819,48.83333,2.333333
2413512.028157,48.83333,2.333333
2412656.528152,48.83333,2.333333
2413360.861489,48.83333,2.333333
2412706.653153,48.83333,2.333333
2413928.861495,48.83333,2.333333
2412745.19482,48.83333,2.333333
2414261.903174,48.83333,2.333333
2412769.56982,48.83333,2.333333
2415164.403202,48.83333,2.333333
2412807.903154,48.83333,2.333333
2414014.694831,48.83333,2.333333
2412836.153154,48.83333,2.333333
2416014.236572,48.83333,2.333333
2412901.778154,48.83333,2.333333
2413275.236488,48.83333,2.333333
2412940.19482,48.83333,2.333333
2414950.194861,48.83333,2.333333
2412946.986487,48.83333,2.333333
2413259.153154,48.83333,2.333333
2413000.715654,48.83333,2.333333
2413096.69482,48.83333,2.333333
2413035.28857,48.83333,2.333333
2412591.986485,48.83333,2.333333
2413086.903154,48.83333,2.333333
2415246.528205,48.83333,2.333333
2413089.69482,48.83333,2.333333
2414172.319837,48.83333,2.333333
2413099.028154,48.83333,2.333333
2414010.319831,48.83333,2.333333
2413164.56982,48.83333,2.333333
2415184.069869,48.83333,2.333333
2413177.111487,48.83333,2.333333
2414289.861508,48.83333,2.333333
2413194.44482,48.83333,2.333333
2413629.403158,48.83333,2.333333
2413255.903154,48.83333,2.333333
2413115.903154,48.83333,2.333333
2413264.694821,48.83333,2.333333
2416514.52826,48.83333,2.333333
2413494.444824,48.83333,2.333333
2414514.028181,48.83333,2.333333
2413535.403158,48.83333,2.333333
2415538.903218,48.83333,2.333333
2413541.903158,48.83333,2.333333
2411390.90316,48.83333,2.333333
2413546.278158,48.83333,2.333333
2417365.653295,48.83333,2.333333
2413618.528158,48.83333,2.333333
2415457.236547,48.83333,2.333333
2413648.778159,48.83333,2.333333
2413798.986493,48.83333,2.333333
2413655.444825,48.83333,2.333333
2414438.111512,48.83333,2.333333
2413667.694825,48.83333,2.333333
2416383.278255,48.83333,2.333333
2413682.403159,48.83333,2.333333
2415975.528237,48.83333,2.333333
2413691.778159,48.83333,2.333333
2416547.361595,48.83333,2.333333
2413859.694827,48.83333,2.333333
2414369.319844,48.83333,2.333333
2413871.611494,48.83333,2.333333
2416570.319929,48.83333,2.333333
2413879.694828,48.83333,2.333333
2414984.903196,48.83333,2.333333
2413914.694828,48.83333,2.333333
2412782.653154,48.83333,2.333333
2413952.528163,48.83333,2.333333
2416002.778239,48.83333,2.333333
2413969.653163,48.83333,2.333333
2415570.65322,48.83333,2.333333
2413990.69483,48.83333,2.333333
